inf_at,inf_lt,inf_ni,inf_revt,inf_cost,inf_emp,gvkey,fyear
127063244.6920295,55424019.38030982,7912231.108516864,41958668.335624486,36049844.25663314,,600145.SH,2000.0
151543852.04274377,61167781.12722721,16822855.2112502,65273765.870586246,46315994.43644069,2158.1686748141983,600145.SH,2001.0
155260916.60747367,57181119.67518106,8304919.724918466,61480622.65672007,51910523.82514262,2373.119997366346,600145.SH,2002.0
180989795.88325885,74789355.92777503,6535060.096371999,69396268.68701626,61554780.94078207,2518.979742140707,600145.SH,2003.0
193200624.32209352,84194092.40286529,3798055.689627464,76635755.82982375,70395164.31426995,2834.2263400016686,600145.SH,2004.0
195075564.05747715,88560561.00990047,1926235.434150572,73859751.3245542,70870930.48733146,2774.8722919932698,600145.SH,2005.0
185802342.28169465,78599407.16941653,2411620.6385413124,75169749.206937,73328366.6516615,2718.588981918334,600145.SH,2006.0
195791121.8254304,88731047.61649418,1314171.579925579,60546217.56618262,60348420.365640536,3908.804220448755,600145.SH,2007.0
132287237.893427,82660647.92086068,-50233566.61133213,41655076.84867259,94509477.75901029,1949.0381834132013,600145.SH,2008.0
94010133.4791929,70841164.14089009,-23692777.566858985,25642426.15744549,50270319.50023558,1723.821256645358,600145.SH,2009.0
78638175.8702933,38619616.79729181,10254751.450691096,42260069.95127797,42000621.5135654,1048.0372723533364,600145.SH,2010.0
62712526.72535501,28112016.60363539,-4139624.5084851487,27813528.59279992,31763294.746932745,27.487994687353545,600145.SH,2011.0
39167681.52381716,7206645.172180041,267253.36265993776,4842158.004166941,7580691.676714089,637.7669976624204,600145.SH,2012.0
25105447.268955823,8459374.502504105,-14505034.788750157,5699205.145248684,20719021.493387777,611.2066598611208,600145.SH,2013.0
4896453.082400206,226017129.8149436,-236576623.8868068,6492759.705095173,16438945.909940835,578.8261775475005,600145.SH,2014.0
133322097.09369978,42211139.97144405,8900479.496416682,587941.1677263242,22245045.9715961,12.1444418116703,600145.SH,2015.0
133025632.62903512,41582440.82506859,-472734.02407516,1886453.94877031,2359110.779327435,11.976767072653155,600145.SH,2016.0
125498664.68541808,34360198.81259752,1490738.7477156282,49746813.33515282,52087962.84425939,14.943862416000004,600145.SH,2017.0
153341628.49280652,59821870.40990695,-3533188.5512848943,1918864.3521719032,6742071.850849092,14.708526000000004,600145.SH,2018.0
155922123.05253837,61349004.50183524,2030828.5829773888,1457733.6841881014,10862450.377753004,94.668,600145.SH,2019.0
144146282.94962636,70436066.74207562,-18197576.35873021,471942.0599907109,11378237.631160252,92.0,600145.SH,2020.0
,,,,,,600276.SH,1996.0
61438359.7400068,41121664.561405465,8746138.645517342,64554534.67279633,57837108.43106106,,600276.SH,1997.0
75611868.01049308,46335535.87376242,9027227.393012015,75253568.41680741,65242210.23761352,,600276.SH,1998.0
