inf_at,inf_lt,inf_ni,inf_revt,inf_cost,inf_emp,gvkey,fyear
911324176.995742,809211428.5674338,82977972.67476013,1307815054.8880649,696470598.431446,1200.0,156861,2008.0
873681352.7602675,639714777.3651663,115416883.6955409,1128674542.4311533,551317174.49146,1150.0,156861,2009.0
976206485.8053083,804371686.1948314,214253247.8381728,1507143335.63601,705746612.6075718,1500.0,156861,2010.0
1111985265.1797807,1070665586.790914,294700786.97094184,1902787896.9618747,859583772.8889556,1800.0,156861,2011.0
1707332736.554896,1678335386.954611,138875198.98253074,1824232365.6609776,847814885.1742514,1950.0,156861,2012.0
3476757802.4629846,3311064483.9896216,100103726.61034857,3138493810.252952,1741244465.9245367,6700.0,156861,2013.0
3228755804.331327,3070781159.622283,127734859.6614834,3751490013.908675,2212397883.645654,7100.0,156861,2014.0
3275227478.44173,2905838135.002092,79657681.88517782,3891740886.148409,2261166663.0011177,7200.0,156861,2015.0
3334384236.8930545,3340059574.5270767,249344725.18170887,3858365952.7993975,2173654313.830454,7300.0,156861,2016.0
3281119272.512868,3141422026.574774,184395492.89474693,3354682599.9292665,1870627724.815336,7000.0,156861,2017.0
3239160725.209154,2979708173.933839,119884971.96859393,3224249659.0439057,1794099481.0026395,6200.0,156861,2018.0
3566773623.8090887,3146933917.093825,220753674.86832,3618263399.1609607,1950204364.628256,7400.0,156861,2019.0
3786127326.432,3198514323.3120003,399141997.05600005,4207583741.328001,2214734578.848,9000.0,156861,2020.0
4888727784.0,4555153584.0,706159620.0,5575551408.0,3006577764.0,12000.0,156861,2021.0
4708584000.000001,4721868000.0,492156000.0,5314896000.0,2964060000.0000005,12000.0,156861,2022.0
4553900000.0,4220500000.0,368100000.0,4925400000.0,2651300000.0,12000.0,156861,2023.0
,,,,,,162868,2005.0
,,,,,,162868,2006.0
,,,,,,162868,2007.0
,,,,,,162868,2008.0
,,,,,,162868,2009.0
,,,,,,162868,2010.0
,,,,,,162868,2011.0
,,,,,,162868,2012.0
,,,,,,162868,2013.0
,,,,,,162868,2014.0
,,,,,,162868,2015.0
,,,,,,162868,2016.0
,,,,,,162868,2017.0
,,,,,,162868,2018.0
,,,,,,162868,2019.0
,,,,,,162868,2020.0
,,,,,,162868,2021.0
,,,,,,162868,2022.0
,,,,,,162868,2023.0
276591401.94702953,179867908.2227759,,,,183.0,165589,2005.0
275199307.4667142,176426875.33580178,6325527.061115796,195693563.43400887,142361743.78681412,164.0,165589,2006.0
308380601.74180424,204670799.3845692,6668424.948974402,192029482.72771287,131689076.00776674,170.0,165589,2007.0
339189448.5049756,235499402.53941363,8385471.89376483,217964477.28165025,147657038.62152314,189.0,165589,2008.0
,,,,,,176619,2007.0
,,,,,,176619,2008.0
,,,,,,176619,2009.0
,,,,,,176619,2010.0
,,,,,,176619,2011.0
,,,,,,176619,2012.0
,,,,,,176619,2013.0
,,,,,,176619,2014.0
,,,,,,176619,2015.0
,,,,,,176619,2016.0
,,,,,,176619,2017.0
,,,,,,176619,2018.0
,,,,,,176619,2019.0
,,,,,,176619,2020.0
,,,,,,176619,2021.0
,,,,,,176619,2022.0
,,,,,,176619,2023.0
5796.11034243755,24633.46895535959,-82594.5723797351,1449.0275856093874,0.0,1.0,177901,2007.0
